63,50,25,16,59,46,60,43,40,52,56,54,39,56,60,83,45,44,71,52,50,54,51,52,38,60,30,43,50,42,76,49,67,58
28,41,24,12,32,37,28,16,20,28,28,19,25,10,26,74,17,15,29,23,30,23,37,16,15,52,7,23,22,43,39,3,50,62
84,81,97,98,100,82,70,98,99,100,77,99,100,100,94,98,87,99,100,86,93,96,100,100,96,91,99,100,87,91,100,80,82,93
17,10,5,4,0,0,8,0,10,10,0,3,0,0,14,18,27,4,0,6,0,0,0,0,0,16,4,0,0,0,6,3,5,0
33,29,22,13,18,41,35,21,19,40,9,24,32,46,50,35,33,10,19,30,36,33,32,29,26,52,8,44,33,35,33,27,27,22
30,32,0,3,7,5,22,11,23,21,17,23,13,2,4,32,17,2,8,20,59,16,17,5,7,30,0,0,9,9,29,2,46,30
26,34,52,25,36,37,56,62,35,35,50,20,41,44,50,49,38,33,38,27,44,22,36,51,64,52,27,48,60,16,36,44,16,39
86,100,94,87,88,100,66,100,97,100,92,92,100,94,91,100,93,100,100,93,88,97,100,100,100,93,95,100,70,80,100,68,100,100
79,95,85,91,84,100,64,95,99,99,96,87,86,98,74,99,99,78,99,88,93,99,95,91,98,91,98,98,93,100,91,81,90,85
11,7,13,7,0,17,7,0,6,7,0,8,4,11,2,16,37,0,0,7,3,6,0,0,0,28,4,12,7,0,10,37,8,3
18,17,17,14,16,31,51,12,13,26,34,18,0,27,8,26,37,22,9,12,27,27,17,10,28,36,11,38,24,8,31,20,14,27
47,88,82,83,54,81,84,76,75,89,84,80,66,50,77,72,64,72,99,58,61,57,62,82,74,83,78,85,59,61,82,81,65,74
73,100,94,80,72,97,78,81,99,81,80,86,73,91,84,88,79,83,97,57,77,60,81,81,97,86,74,99,63,81,93,67,88,84
23,16,24,13,19,2,11,27,10,24,7,12,31,18,24,33,29,17,4,11,40,32,12,16,21,39,11,45,14,13,31,34,4,13
74,95,84,94,66,96,80,86,92,98,100,91,89,85,93,98,88,88,99,82,100,100,92,96,90,94,96,92,80,100,88,83,94,100
18,0,4,10,4,2,0,15,2,1,9,0,14,7,11,10,21,6,2,2,0,0,4,30,12,33,0,2,0,0,0,13,0,0
38,27,51,21,24,64,67,36,35,44,43,26,61,23,55,44,36,41,13,31,25,45,50,47,54,48,24,50,49,19,35,47,38,48
54,50,50,19,35,43,45,45,32,30,29,27,57,50,37,47,49,51,46,32,50,51,49,61,43,49,36,81,56,28,53,46,23,38
87,72,38,82,60,76,88,17,82,70,64,18,75,46,94,69,33,46,60,50,41,61,54,52,75,78,66,44,58,10,53,44,61,62
85,82,47,96,87,100,90,34,98,98,96,79,76,73,74,95,91,92,89,51,70,89,100,66,89,97,98,86,85,100,68,94,62,98
91,82,98,78,74,61,73,94,99,76,94,84,80,90,100,92,79,57,82,87,95,80,81,89,91,91,84,92,90,93,88,93,93,97
27,1,37,30,18,23,62,0,50,17,8,0,8,20,0,36,19,0,0,2,0,0,0,47,0,63,25,3,21,10,16,12,8,28
44,0,7,33,12,0,43,28,75,31,0,20,11,17,5,39,9,25,25,3,33,10,7,31,21,66,16,28,36,10,12,8,0,24
92,99,100,89,93,73,74,85,84,84,97,94,93,90,81,99,85,76,99,80,97,100,90,80,79,93,85,100,82,96,90,89,84,83
84,84,96,69,67,64,59,89,89,56,40,84,57,80,50,92,72,64,100,46,91,67,78,84,47,81,85,90,74,80,76,84,68,94
90,69,49,79,41,54,63,79,77,63,42,65,85,83,86,74,68,65,91,29,68,73,83,71,55,88,63,89,55,57,71,89,55,71
98,96,100,91,96,58,97,100,100,100,94,100,82,95,88,98,86,60,94,87,99,77,64,100,100,92,99,95,100,83,100,94,82,90
40,49,34,39,36,21,67,23,70,40,19,18,18,8,31,50,39,28,27,19,61,18,21,53,9,70,27,54,32,9,57,45,26,22
80,49,47,46,49,33,40,53,84,50,69,24,45,52,62,77,50,54,90,24,49,32,46,46,51,73,82,86,52,40,66,70,34,57
65,39,44,47,27,12,48,65,78,25,21,15,29,11,19,50,29,54,46,14,24,25,28,41,26,69,35,66,39,23,44,47,50,32
77,52,38,11,62,13,57,45,42,84,36,46,58,49,63,64,61,28,50,62,59,52,66,59,50,80,40,66,53,43,29,27,36,50
98,78,99,95,90,100,91,100,100,100,100,100,96,94,100,98,100,95,100,100,100,100,100,100,100,87,100,100,100,100,100,100,100,100
89,99,51,72,96,76,59,78,89,72,85,80,81,71,88,94,70,58,73,88,91,94,82,78,50,95,56,79,82,85,79,62,91,82
68,50,39,14,55,52,53,34,56,45,50,36,32,27,38,64,39,37,30,29,48,40,43,70,70,57,30,41,44,39,53,52,44,48
31,0,6,4,0,0,26,0,28,0,0,0,0,3,18,36,0,0,0,2,25,19,0,32,0,48,0,12,0,0,3,30,0,28
53,47,52,18,51,46,41,34,46,47,55,43,47,48,56,49,41,54,39,25,36,31,50,54,51,69,47,59,59,38,51,39,69,53
87,84,77,57,77,88,47,73,78,79,80,77,72,50,74,71,50,76,61,51,63,65,75,86,64,78,76,35,52,63,60,70,75,77
50,66,23,15,17,1,20,25,45,81,94,16,18,9,30,41,42,17,10,50,3,56,15,37,13,51,35,83,12,5,20,50,24,33
81,90,70,30,73,82,67,67,89,93,98,67,76,95,75,90,87,61,97,70,80,49,91,89,87,81,68,89,60,75,93,49,94,87
52,0,53,19,32,23,42,14,31,39,8,19,12,20,39,35,13,44,15,15,40,10,31,64,31,61,22,38,35,25,0,41,51,29
68,67,45,25,69,64,26,55,63,36,81,30,40,8,56,42,43,48,36,32,62,0,55,60,40,55,29,89,65,41,45,45,63,53
47,34,48,8,46,28,31,40,52,34,40,30,50,17,50,39,36,33,29,22,40,13,24,62,33,65,29,51,47,34,45,43,57,40
