18,43,42,52,37,53,15,44,54,35,44,22,12,31,41,26,40,28,56,43,52,35,37,50,60,47,46,20,19,42,30
55,31,42,51,21,32,47,51,21,45,35,23,15,38,16,56,50,3,16,41,62,21,51,59,34,43,34,44,8,39,17
100,97,87,59,97,100,97,100,24,76,92,77,100,88,60,56,100,91,100,86,73,35,89,98,98,97,92,98,100,93,100
65,81,94,54,75,58,77,89,92,100,40,40,93,55,69,42,44,68,96,56,93,50,71,83,93,65,69,96,32,98,69
100,100,96,100,99,88,97,86,97,97,93,90,93,91,78,100,88,66,83,59,98,100,60,100,100,96,77,100,97,90,38
86,91,41,41,100,97,98,92,48,85,29,95,97,73,39,80,62,90,66,63,65,59,99,100,99,93,39,78,97,96,74
0,64,12,0,4,0,15,0,6,27,23,41,8,34,80,49,11,20,4,46,48,0,43,0,25,41,24,50,0,67,20
22,73,38,39,92,85,39,71,79,98,22,31,96,88,15,43,33,62,4,55,5,85,78,16,0,11,0,73,69,76,16
61,37,97,29,83,54,80,85,78,85,79,0,91,52,19,58,41,57,50,56,37,64,95,79,45,67,63,92,30,90,57
60,45,29,38,33,37,38,24,37,33,28,0,64,51,22,0,5,57,13,49,0,28,73,55,11,63,30,31,19,78,49
96,68,77,67,82,95,57,40,48,79,98,22,54,71,57,52,48,83,76,50,62,26,99,74,75,85,55,98,83,85,16
55,75,47,32,89,52,92,63,84,78,100,51,42,67,51,71,38,89,84,59,53,18,95,48,81,71,57,92,33,86,61
98,93,75,66,100,73,72,77,96,100,100,99,94,91,78,80,66,71,90,60,23,53,99,36,98,91,79,96,85,100,56
60,77,60,89,70,82,66,65,98,50,84,70,53,78,98,46,69,54,85,56,20,32,71,23,89,94,46,96,42,93,64
77,95,49,85,87,96,84,95,94,100,29,81,83,87,100,87,84,100,85,56,85,71,79,61,62,90,51,97,94,94,96
100,52,94,93,91,59,35,80,51,100,100,100,53,43,93,47,72,100,83,67,100,25,82,98,100,86,73,81,93,80,43
79,66,88,83,100,83,81,94,47,85,88,42,39,70,68,54,62,52,64,64,84,43,99,94,94,73,79,59,64,61,57
92,88,98,100,99,99,55,89,82,91,95,61,53,77,82,90,40,100,100,65,65,100,97,89,87,98,90,88,65,74,19
0,0,0,35,1,0,37,100,11,53,28,26,2,38,34,52,72,21,0,41,19,41,26,50,0,30,20,23,22,46,68
32,42,40,44,0,20,14,35,24,42,4,15,84,32,0,4,32,23,23,34,61,17,35,0,14,44,33,76,26,49,73
17,49,47,9,20,39,54,77,23,50,75,6,88,64,21,63,16,43,25,47,23,79,23,37,19,58,33,45,14,46,33
57,22,42,69,25,75,10,66,88,50,18,0,4,55,11,55,44,77,68,46,25,53,0,33,46,49,50,32,37,67,43
71,84,95,95,92,100,46,100,78,75,89,76,50,82,58,84,53,93,65,63,34,63,100,47,90,87,62,83,80,66,25
84,92,89,81,100,68,100,100,89,58,95,32,88,58,96,100,96,97,96,62,76,85,93,95,99,95,89,93,99,84,93
32,26,43,0,3,49,8,50,0,26,0,21,6,46,35,0,1,30,3,36,34,0,43,17,28,52,62,41,28,53,87
98,100,58,91,96,62,82,82,73,92,13,71,100,70,60,75,68,95,86,59,97,38,100,85,74,52,35,81,76,68,46
98,69,55,90,59,53,49,0,50,72,43,64,91,67,57,59,53,91,45,56,58,24,93,42,52,62,77,45,62,67,0
38,58,38,27,5,46,0,71,9,50,20,56,29,40,29,29,24,75,28,47,44,11,54,10,54,46,29,56,50,47,81
99,94,77,59,100,100,90,100,85,100,100,86,84,63,100,100,86,65,97,77,100,4,100,79,100,47,54,76,99,75,44
95,44,93,99,87,60,100,81,79,71,92,51,76,96,91,82,29,74,71,58,87,82,83,71,65,97,40,46,73,90,20
100,75,96,99,100,64,100,63,91,100,25,68,100,94,99,82,94,91,78,73,89,100,84,87,71,100,77,93,92,94,47
62,0,31,14,75,0,65,65,17,0,6,2,1,60,78,18,10,27,6,60,35,0,33,31,45,13,67,6,37,50,54
0,69,35,25,95,46,66,0,6,18,0,43,0,49,0,0,61,40,8,52,10,18,39,0,43,29,21,52,18,29,52
3,26,8,21,49,23,36,0,9,0,29,9,0,76,64,12,5,0,26,52,40,21,8,24,0,0,0,18,24,49,51
95,44,44,82,61,48,68,27,49,21,33,16,61,71,75,60,59,47,49,53,54,66,78,86,66,64,29,76,84,44,32
96,57,61,99,92,54,95,56,76,98,93,60,81,74,90,75,43,87,57,74,62,88,97,75,83,85,38,85,91,66,38
90,65,77,94,91,50,73,100,85,95,79,55,71,83,90,92,83,59,36,73,83,84,73,92,81,92,57,75,98,82,12
40,77,96,0,85,66,77,22,61,29,91,20,8,59,23,58,51,47,0,56,21,66,0,11,67,50,65,15,55,60,60
98,100,99,100,99,77,93,87,95,97,78,100,100,68,98,86,99,100,79,71,78,86,99,100,95,90,85,69,100,76,56
84,62,70,77,43,45,63,33,66,85,82,72,51,82,94,66,39,94,29,62,59,10,76,57,83,77,51,77,89,42,16
69,84,63,26,63,40,83,53,35,46,40,25,4,78,39,52,18,56,10,59,53,6,50,37,58,67,28,64,83,43,29
