91,79,56,61,62,94,80,94,75,80,52,85,96,73,74,66,93,99,58,76,58,85,74,85,46,91,75,92,73,94,84,86,44,55,97
63,88,68,56,92,74,75,97,87,55,74,57,87,40,90,94,82,64,88,82,68,49,57,81,47,85,83,84,78,93,95,96,71,63,96
64,51,47,73,48,71,52,72,49,51,37,36,84,41,73,44,81,81,39,35,70,62,36,43,37,73,59,73,77,39,78,81,33,61,49
74,71,46,78,43,52,61,62,88,65,55,47,65,87,59,53,77,78,34,50,69,85,47,43,36,62,53,44,74,59,78,75,51,89,59
75,79,60,52,50,69,86,91,81,59,52,42,51,97,72,55,67,54,51,58,71,92,52,58,92,79,66,53,71,62,82,83,75,75,69
62,50,60,72,73,70,92,83,90,65,51,29,49,93,82,63,52,86,24,61,79,95,82,61,41,83,59,57,72,76,71,56,52,94,88
52,62,56,49,32,68,79,80,63,55,58,37,65,42,78,76,70,81,19,39,45,34,42,49,36,72,59,54,37,95,85,74,51,31,59
18,51,53,63,35,36,49,63,44,29,54,45,51,75,60,31,56,47,49,47,27,24,23,39,39,50,58,60,42,89,83,63,32,51,35
0,4,36,25,11,7,6,18,0,37,13,5,2,91,11,14,42,25,1,1,7,3,0,20,2,0,36,6,42,0,5,25,4,0,5
0,0,33,14,2,20,2,0,6,3,0,0,0,18,0,1,0,44,0,6,33,11,0,0,0,0,18,7,15,22,21,0,6,2,2
43,35,30,55,47,55,29,53,50,16,29,45,34,22,64,56,52,69,30,5,45,40,21,40,5,26,62,70,62,62,77,51,44,45,36
0,0,10,12,3,6,5,1,13,8,8,1,0,15,11,8,4,29,1,2,29,14,0,0,1,0,29,11,17,25,7,13,2,29,3
23,81,62,59,43,87,57,60,87,41,43,68,51,43,77,47,62,70,47,45,63,39,64,41,50,62,62,84,81,71,76,61,48,92,71
4,32,42,38,18,26,16,7,40,17,6,10,4,29,29,28,24,32,10,18,56,22,1,1,1,13,47,34,50,40,37,4,13,34,28
0,38,44,32,37,52,20,24,49,28,17,38,10,46,53,44,53,3,27,29,53,25,3,21,2,34,53,48,56,18,24,44,36,42,38
45,94,53,58,87,97,76,76,98,39,45,87,58,37,76,51,92,49,74,61,72,64,52,70,65,63,82,88,81,73,80,76,51,88,80
20,77,38,49,23,41,49,60,57,12,42,46,36,39,52,47,35,62,27,45,58,39,42,23,26,30,63,68,63,31,66,45,31,56,46
63,92,56,47,42,53,49,40,53,16,21,63,37,43,58,61,37,48,51,36,38,69,25,19,34,31,64,71,62,51,80,49,42,97,48
12,72,53,51,49,81,60,55,68,11,46,90,55,45,53,58,59,64,60,52,61,43,17,57,35,58,65,73,76,62,62,63,43,75,55
19,37,55,53,34,82,41,71,80,38,31,68,46,37,64,73,49,65,31,50,73,37,43,13,38,59,56,79,41,51,71,60,64,82,44
0,41,47,45,40,37,61,21,54,36,34,43,47,31,73,33,50,38,28,40,59,34,22,23,29,49,59,57,44,51,70,42,50,40,42
32,75,43,39,48,57,39,47,82,33,28,50,42,39,72,39,56,49,42,35,73,35,29,41,31,22,46,44,76,46,53,44,37,66,37
0,2,19,27,2,15,0,0,23,6,0,0,0,39,1,8,18,0,2,3,14,14,0,0,1,0,27,18,27,22,17,0,3,4,7
0,3,39,23,6,27,6,28,0,57,2,12,41,28,24,18,3,22,0,64,23,32,0,18,1,39,47,11,47,32,41,13,12,0,19
32,89,58,51,86,46,49,96,49,18,50,83,85,55,80,74,85,56,84,95,67,100,45,100,83,78,71,48,74,51,89,61,39,100,85
45,26,55,54,32,38,50,33,18,42,25,11,55,28,55,37,24,42,19,85,60,36,32,37,3,75,53,23,64,47,46,22,50,35,50
89,72,74,92,52,97,97,84,67,66,64,80,93,63,84,53,92,87,22,92,90,98,43,66,70,94,82,82,70,52,83,87,95,99,99
86,62,68,76,42,72,100,77,67,49,49,35,73,72,78,33,19,29,32,95,78,90,22,58,52,95,76,85,71,70,59,47,48,44,75
93,91,81,78,40,82,100,87,65,71,71,97,95,84,83,71,32,74,79,97,75,76,74,94,52,94,78,54,84,97,95,58,63,97,95
86,93,81,90,98,98,90,85,87,66,51,69,94,94,86,70,86,37,97,97,66,95,84,100,98,93,78,94,77,97,92,78,89,98,99
95,79,86,60,93,90,87,86,87,76,80,69,98,93,93,72,98,99,72,94,95,92,79,94,72,100,70,63,90,49,97,51,82,99,98
64,89,44,49,87,68,55,77,57,19,51,58,55,80,81,59,49,47,71,91,77,91,77,50,56,80,59,33,74,94,60,33,47,44,51
98,88,83,68,99,99,91,95,96,79,88,96,100,94,91,79,99,72,86,96,84,99,83,81,84,99,87,91,87,76,79,94,99,93,98
95,74,71,70,74,91,93,89,71,35,51,62,96,83,82,63,85,83,59,97,88,96,57,54,65,87,65,68,66,68,79,61,75,75,93
96,47,71,93,97,71,97,95,95,35,70,87,99,88,70,52,100,70,45,97,66,97,78,100,71,93,71,77,83,54,97,76,88,99,86
83,85,69,59,93,94,98,93,97,38,90,61,94,80,84,84,67,88,45,96,100,83,75,83,95,95,75,59,67,95,77,88,44,25,87
0,32,62,75,74,52,49,35,20,4,35,18,68,21,72,21,23,28,12,91,62,74,7,34,36,62,65,6,77,76,28,52,37,0,50
9,0,33,20,7,15,3,19,0,6,27,0,3,7,5,11,0,9,0,1,2,8,0,14,1,0,17,3,10,0,5,0,10,5,11
49,62,53,53,54,42,49,44,46,44,40,33,32,76,75,44,40,42,30,22,44,81,37,27,11,28,42,32,68,65,41,38,43,69,50
0,0,26,8,0,21,2,5,0,27,6,0,1,13,10,6,14,0,0,3,0,15,0,10,1,0,37,12,15,34,24,0,15,0,6
28,62,43,52,47,68,68,81,86,47,50,33,48,65,71,51,94,69,37,61,93,46,51,48,18,83,70,69,76,91,76,33,51,59,75
34,53,41,39,59,62,46,81,24,53,29,29,63,89,54,52,54,41,25,32,50,33,33,29,12,31,67,80,39,86,82,49,48,31,58
79,64,61,55,74,43,88,51,86,58,67,21,46,88,57,39,74,42,63,70,53,49,59,42,18,67,58,83,69,50,39,43,49,79,84
90,95,64,71,72,90,99,87,83,61,62,52,99,94,84,82,92,73,71,73,85,79,77,63,85,69,84,84,85,91,77,84,59,94,96
62,35,55,55,63,74,75,79,86,55,50,40,77,92,68,23,53,73,34,66,97,33,40,47,55,52,61,49,68,89,74,52,39,72,90
46,70,47,58,39,72,63,58,76,30,56,47,50,44,65,26,57,3,14,37,87,41,37,23,17,52,57,42,55,45,45,36,49,58,69
77,77,59,52,84,79,98,83,93,71,47,71,96,38,55,79,91,80,38,89,84,66,71,54,66,77,65,82,76,84,81,79,54,77,97
53,74,56,56,66,57,65,90,99,26,51,68,82,74,55,32,59,56,22,52,86,47,50,49,18,96,56,54,67,67,31,45,37,91,58
69,72,68,52,58,67,75,83,82,37,55,68,57,60,75,42,86,56,29,66,85,63,60,37,50,86,65,62,89,85,64,81,55,98,89
63,84,57,52,49,85,81,90,86,44,48,45,46,41,87,72,75,56,16,82,72,44,66,50,24,85,61,73,72,57,74,47,52,71,91
41,17,44,44,36,41,41,27,25,27,26,8,33,39,46,39,18,0,4,6,52,36,18,21,13,14,48,27,67,40,17,15,32,30,38
26,27,28,9,29,19,28,29,22,31,36,0,15,13,32,9,41,48,1,62,40,16,42,9,2,28,27,22,60,9,37,41,32,29,26
82,70,61,43,91,57,49,78,70,32,55,41,72,81,79,67,91,45,38,92,86,97,57,47,83,93,39,81,75,52,76,86,46,96,73
73,28,41,22,37,31,52,59,46,41,32,45,16,29,56,38,38,70,3,81,64,41,33,35,2,67,51,68,64,49,35,44,27,67,31
65,63,52,50,75,67,70,53,79,71,53,78,50,89,75,49,97,86,78,87,64,75,85,57,96,84,76,84,89,79,76,80,42,57,92
50,44,54,64,56,37,61,19,54,24,33,27,78,31,77,65,61,63,22,91,48,41,38,32,80,74,38,74,66,42,82,54,56,84,41
71,75,63,57,92,54,96,72,68,57,47,82,50,90,78,81,52,63,55,97,84,83,76,58,50,96,53,54,73,51,81,64,35,71,44
77,65,67,52,97,97,77,97,89,48,43,83,99,82,74,87,88,99,88,96,82,83,94,100,71,92,66,66,75,65,96,75,73,92,98
82,83,65,63,56,81,80,71,96,69,52,90,94,69,83,64,85,81,96,98,62,82,89,75,94,78,56,91,85,93,88,76,51,82,100
39,38,48,55,65,30,35,33,78,21,48,12,49,25,50,23,45,61,16,70,55,36,5,37,56,26,33,76,66,42,58,58,44,55,25
75,81,66,53,90,61,89,85,89,69,67,69,66,76,84,64,92,66,100,90,81,98,89,91,95,81,58,96,79,98,89,85,53,70,100
56,65,55,45,49,62,60,76,57,62,29,38,66,35,79,51,54,57,10,92,61,35,71,32,28,72,49,37,78,61,52,71,35,43,56
95,96,71,59,99,89,70,95,77,65,50,90,98,89,82,76,73,74,38,94,95,98,64,96,97,86,58,74,92,98,99,96,59,100,75
75,67,47,44,42,50,91,85,77,56,66,40,52,85,73,38,41,74,45,95,62,70,78,29,84,63,52,59,82,49,82,87,52,72,78
22,15,42,29,33,42,5,34,3,12,16,4,3,21,38,31,12,36,1,76,55,23,8,0,6,26,48,9,41,20,16,2,42,39,10
